,tipo_de_accidente,responsabilidad,descripcion_del_hecho,descripcion_del_hecho - Final
899,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}{\f2\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0 Asegurado maniobra para salir de lugar estacionado he impacta con bicicleta  su parte delantera izquierda con la parte delantera del tercero. Conductor de bicicleta cea al suelo , no recibe asistencia en el lugar\f1\fs22 -\f2\fs20\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Asegurado maniobra para salir de lugar estacionado he impacta con bicicleta  su parte delantera izquierda con la parte delantera del tercero. Conductor de bicicleta cea al suelo , no recibe asistencia en el lugar-"
902,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
{\colortbl ;\red0\green0\blue0;}
\viewkind4\uc1\pard\fs20 VENIA CIRCULANDO POR CALLE IWANOSKI Y AL LLEGAR A LA INTERSECCION DE 25 DE MAYO TOCO CON MI PARAGOLPE A LA BICICLETA CAYENDO AL ASFALTO -\par
\par
\ul\b AMPLIACION\cf1\ulnone\b0\par
Venia conduciendo por  calle Iwanoski y al llegar al cruce con 25 de Mayo no vi a la bicicleta que venia por 25 de Mayo desde la derecha,  lo toque en la rueda trasera ,se cayo al asfalto pare le tome los datos me dijo que tenia un dolor fuerte en la mano que para evitar golpear la cara apoyo su mano creo que era la derecha no recuerdo \par
no hice la denuncia porque me dijeron que no toman mas en la comisaria por lo que no me realizaron la prueba de alcoholemia.\cf0\f1\fs22\par
\f0\fs20\par}",";\red0\green0lue0;
 VENIA CIRCULANDO POR CALLE IWANOSKI Y AL LLEGAR A LA INTERSECCION DE 25 DE MAYO TOCO CON MI PARAGOLPE A LA BICICLETA CAYENDO AL ASFALTO -

 AMPLIACION
Venia conduciendo por  calle Iwanoski y al llegar al cruce con 25 de Mayo no vi a la bicicleta que venia por 25 de Mayo desde la derecha,  lo toque en la rueda trasera ,se cayo al asfalto pare le tome los datos me dijo que tenia un dolor fuerte en la mano que para evitar golpear la cara apoyo su mano creo que era la derecha no recuerdo 
no hice la denuncia porque me dijeron que no toman mas en la comisaria por lo que no me realizaron la prueba de alcoholemia.
"
911,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 CIRCULABA POR RUTA 7 ENTRE PARAGUAY Y PATAGONES  EN DIRECCION A PASO DEL REY , EL CICLISTA IBA POR LA DERECHA PEGADO AL CORDON CUANDO LO ESTOY PASANDO SE RESBALA Y CAE ABAJO DEL COMIONINTERVINO LA POLICIA Y LA AMBULANCIA. \f1\fs22\par
\par
\par
\f0\fs20\par}","CIRCULABA POR RUTA 7 ENTRE PARAGUAY Y PATAGONES  EN DIRECCION A PASO DEL REY , EL CICLISTA IBA POR LA DERECHA PEGADO AL CORDON CUANDO LO ESTOY PASANDO SE RESBALA Y CAE ABAJO DEL COMIONINTERVINO LA POLICIA Y LA AMBULANCIA. 


"
912,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL VEHICULO ASEGURADO SE ENCONTRABA ESTACIONADO SOBRE CALLE TAGLE, CUANDO AL ABRIR LA PUERTA DELANTERA IZQUIERDA COLISIONA CON LA MISMA A UN TERCERO (BICICLETA, UNA PERSONA SIN CASCO) QUE CIRCULABA SOBRE LA MISMA. LA PERSONA CAYO SOBRE EL ASFALTO, FUE TRASLADADA POSTERIORMENTE POR EL ASEGURADO HASTA SU DOMICILIO. SIN DESPLAZAMIENTOS.NO INT. POLICIA NI AMBULANCIA . TEL. 1169790655\par
\f1\fs20\par}","EL VEHICULO ASEGURADO SE ENCONTRABA ESTACIONADO SOBRE CALLE TAGLE, CUANDO AL ABRIR LA PUERTA DELANTERA IZQUIERDA COLISIONA CON LA MISMA A UN TERCERO (BICICLETA, UNA PERSONA SIN CASCO) QUE CIRCULABA SOBRE LA MISMA. LA PERSONA CAYO SOBRE EL ASFALTO, FUE TRASLADADA POSTERIORMENTE POR EL ASEGURADO HASTA SU DOMICILIO. SIN DESPLAZAMIENTOS.NO INT. POLICIA NI AMBULANCIA . TEL. 1169790655
"
916,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 CIRCULANDO POR BOEDO CUANDO AL LLEGAR ALA BOCACALLE UNA BICICLETA POR ESTA ULTIMA ME COLISIONA EN MI LATERAL TRASERO DERECHO, 1 SOLA PERSONA EN LA BICI QUE NO CAE AL SUELO, SIN LEISONES, SE RETIRA CIRCULANDO EN LA MISMA.-\par
\f1\fs20\par}","CIRCULANDO POR BOEDO CUANDO AL LLEGAR ALA BOCACALLE UNA BICICLETA POR ESTA ULTIMA ME COLISIONA EN MI LATERAL TRASERO DERECHO, 1 SOLA PERSONA EN LA BICI QUE NO CAE AL SUELO, SIN LEISONES, SE RETIRA CIRCULANDO EN LA MISMA.-
"
919,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 ASEGURADO CIRCULABA POR CALLE LAVALLOL, AL CRUZAR LA CALLE PALPA COLISIONA A UN CICLISTA QUE CIRUCLABA POR ESTA ULTIMA CALLE DESDE SU DERECHA, IMPACTANDO CON SU PARTE DELANTERA DERECHA. EL CICLISTA CAE AL SUELO, LUEGO DE PEGAR LA CABEZA CONTRA EL PARABRISAS, NO INTERVIENE POLICIA, NI AMBULANCIA. ASEGURADO AL VER QUE EL TERCERO ES UN VECINO, LO LEVANTA Y LO TRASLADA AL HTAL TRAUMA DE PABLO NOGUES. SIN DESPLAZAMIENTO.-\par
\pard\ltrpar\f1\fs20\par}","ASEGURADO CIRCULABA POR CALLE LAVALLOL, AL CRUZAR LA CALLE PALPA COLISIONA A UN CICLISTA QUE CIRUCLABA POR ESTA ULTIMA CALLE DESDE SU DERECHA, IMPACTANDO CON SU PARTE DELANTERA DERECHA. EL CICLISTA CAE AL SUELO, LUEGO DE PEGAR LA CABEZA CONTRA EL PARABRISAS, NO INTERVIENE POLICIA, NI AMBULANCIA. ASEGURADO AL VER QUE EL TERCERO ES UN VECINO, LO LEVANTA Y LO TRASLADA AL HTAL TRAUMA DE PABLO NOGUES. SIN DESPLAZAMIENTO.-
d"
929,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL VJH ESTABA CIRCULANDO POR LA CALLE BROWN, CUANDO IMPACTA CON SU PARTE DERECHA A UN SUJETO QUE MANEJABA UNA BICIBCLETA, EL CUAL NO USABA CASCO, CAYO AL PISO , LA BICICLETA QUEDO EN BUEN ESTADO, Y A SU DECIR TIENE SOLO RASPONES. SIN INTERVENCION POLICIAL, CON LESIOANDO.\par
\f1\fs20\par}","EL VJH ESTABA CIRCULANDO POR LA CALLE BROWN, CUANDO IMPACTA CON SU PARTE DERECHA A UN SUJETO QUE MANEJABA UNA BICIBCLETA, EL CUAL NO USABA CASCO, CAYO AL PISO , LA BICICLETA QUEDO EN BUEN ESTADO, Y A SU DECIR TIENE SOLO RASPONES. SIN INTERVENCION POLICIAL, CON LESIOANDO.
"
933,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0 Circulando por Colombres al llegar a la interseccion con Italia freno, miro hacia ambos lados y cuando vuelvo a arrancar embiste e un tercero que circulaba en bicicleta por Italia, cael al piso y manifestaba tener un dolor en una de sus rodillas, intervino policia de transito y se retira por sus propios medios.-\f1\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Circulando por Colombres al llegar a la interseccion con Italia freno, miro hacia ambos lados y cuando vuelvo a arrancar embiste e un tercero que circulaba en bicicleta por Italia, cael al piso y manifestaba tener un dolor en una de sus rodillas, intervino policia de transito y se retira por sus propios medios.-"
937,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 VH ASEG DETENIDO POR SEMAFORO SOBRE BERLIN, CUANDO AL REANUDAR MARCHA MANIOBRA PARA EVITAR UN CHOQUE, Y TERMINA IMPACTANDO CON SU PARTE DELANTERA IZQ, ANTE UN 3RO (BICI) QUE CIRCULABA POR BERLIN DE MANO CONTRARIA.SIN DESPLAZAMIENTOS NI LESIONADOS. (BICICLETA: UNA PERSONA SIN CASCO. SIN INTERVENCI\'d3N POLICIAL.NO INTERVIENE AMBULANCIA YA QUE NO LLEGO). TEIEN DOLOR EN PIERNA, LUEGO UN FLAIR LO RETIRO.1167623386\par}","VH ASEG DETENIDO POR SEMAFORO SOBRE BERLIN, CUANDO AL REANUDAR MARCHA MANIOBRA PARA EVITAR UN CHOQUE, Y TERMINA IMPACTANDO CON SU PARTE DELANTERA IZQ, ANTE UN 3RO (BICI) QUE CIRCULABA POR BERLIN DE MANO CONTRARIA.SIN DESPLAZAMIENTOS NI LESIONADOS. (BICICLETA: UNA PERSONA SIN CASCO. SIN INTERVENCIN POLICIAL.NO INTERVIENE AMBULANCIA YA QUE NO LLEGO). TEIEN DOLOR EN PIERNA, LUEGO UN FLAIR LO RETIRO.1167623386"
938,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0 Vehiculo asegurado circulaba sobre Rivarola al doblar para tomar Jufr\'e9 embiste con su lateral delantero derecho a un ciclista que circulaba sobre Rivarola. El ciclista cay\'f3 al pavimento, no presentaba lesiones visibles. Se reincopor\'f3 y se retiro del lugar por sus propios medios, sin intervencion de policias ni ambulancias.\par
\f1\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Vehiculo asegurado circulaba sobre Rivarola al doblar para tomar Jufre embiste con su lateral delantero derecho a un ciclista que circulaba sobre Rivarola. El ciclista cayo al pavimento, no presentaba lesiones visibles. Se reincoporo y se retiro del lugar por sus propios medios, sin intervencion de policias ni ambulancias.
"
945,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 EL VH ASEGURADO CIRCULABA POR LA CALLE 18 Y FUE COLISIONADO POR UNA BICICLETA EN SU LATERAL DERECHO, EL CICLISTA CAE AL PISO. \par
NO INTERVINO POLICIA NI AMBULANCIA\f1\fs22\par
\f0\fs20\par}","EL VH ASEGURADO CIRCULABA POR LA CALLE 18 Y FUE COLISIONADO POR UNA BICICLETA EN SU LATERAL DERECHO, EL CICLISTA CAE AL PISO. 
NO INTERVINO POLICIA NI AMBULANCIA
"
947,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 ASEGURADO CIRCULANDO POR CALLE CA\'d1ADA DE JUAN RUIZ EMBISTE CON LA PARTE DELANTERA A UN TERCERO QUE CIRCULABA EN MISMO SENTIDO EN BICICLETA Y SE CRUZA PARA TOMAR POR TUCUMAN UN SOLO OCUPANTE SIN CASCO CAE AL PAVIMENTO ASISTE AMBULANCIA Y POLICIA SIN \par}",ASEGURADO CIRCULANDO POR CALLE CAnADA DE JUAN RUIZ EMBISTE CON LA PARTE DELANTERA A UN TERCERO QUE CIRCULABA EN MISMO SENTIDO EN BICICLETA Y SE CRUZA PARA TOMAR POR TUCUMAN UN SOLO OCUPANTE SIN CASCO CAE AL PAVIMENTO ASISTE AMBULANCIA Y POLICIA SIN 
961,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 VENIA CIRCULANDO POR LA CALLE MANUEL QUINTANA Y DE REPENTE AL TERMINAR DE CRUZAR LA CALE RODOLFO LOPEZ NO VI UNA BICICLETA Y ME COLISIONA E LA PARTE DELANTERA DERECHA. ACTO SEGUIDO, EL CICLISTA SE CAE AL SUELO. LE PREGUNT\'c9 COMO ESTABA. SE RETIRO POR SUS PROPIOS MEDIOS. NO HUBO INTERVENCION POLICIAL NI MEDICA DATOS DEL TERCERO: MATIAS ALARCO MARTI \f1\fs20\par}","VENIA CIRCULANDO POR LA CALLE MANUEL QUINTANA Y DE REPENTE AL TERMINAR DE CRUZAR LA CALE RODOLFO LOPEZ NO VI UNA BICICLETA Y ME COLISIONA E LA PARTE DELANTERA DERECHA. ACTO SEGUIDO, EL CICLISTA SE CAE AL SUELO. LE PREGUNTe COMO ESTABA. SE RETIRO POR SUS PROPIOS MEDIOS. NO HUBO INTERVENCION POLICIAL NI MEDICA DATOS DEL TERCERO: MATIAS ALARCO MARTI "
965,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 CIRCULANDO POR CALLE PROFESOR VIDAL QUISE GIRAR PARA INGRESA A CALLE JUNIN Y SOY EMBESTIDO POR UNA BICICLETA QUE VENIA EN CONTRAMANO POR JUNIN EN MI LATERAL DELANTERO IZQUIERDO. EL CICLISTA NO CAE. ME PASO SUS DATOS. LE OFRECI IR A UN HOSPITAL PERO SE NEGO. NO HUBO INTERVENCION POLICIAL. SIN LESIONADOS NI OTROS TERCEROS INVOLUCRADOS. DATOS DEL TERCERO: LUJAN LUCAS EDUARDO 26832299\par}",CIRCULANDO POR CALLE PROFESOR VIDAL QUISE GIRAR PARA INGRESA A CALLE JUNIN Y SOY EMBESTIDO POR UNA BICICLETA QUE VENIA EN CONTRAMANO POR JUNIN EN MI LATERAL DELANTERO IZQUIERDO. EL CICLISTA NO CAE. ME PASO SUS DATOS. LE OFRECI IR A UN HOSPITAL PERO SE NEGO. NO HUBO INTERVENCION POLICIAL. SIN LESIONADOS NI OTROS TERCEROS INVOLUCRADOS. DATOS DEL TERCERO: LUJAN LUCAS EDUARDO 26832299
968,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 LA BICICLETA VENIA PEGADA AL CORDON Y NO LO VI YA ESTABA OSCURO.\par
\par
\ul\b AMPLIACION\ulnone\b0\par
\par
Amplia diciendo que circulaba por calle Las Heras, se dirigi a Colectora, al banco Itau, que esta a 4 cuadras de su domicilio.\par
Cuando va a tomar colectora, roza a un ciclista a su derecha que circulaba pegado al cordon y no llego a ver ya que estaba oscuro.\par
No hubo intervencion policial ni de ambulancia, se intercambiaron los datos y se fueron.\par
Mas tarde, llamo al tercero quien le dijo que estaba en un nosocomio porque le dolica la rodilla. La asegurada se dirigio al lugar y constataron que no habia lesion. Solo queria que le paguen la bcicleta.\par
La asegurado le dio algo de plata, no me dijo cuanto, y tiene que buscar los datos del tercero para pasarmelos.\par
Ya tengo la documental ok.\par
\f1\fs22\par
\f0\fs20\par}","LA BICICLETA VENIA PEGADA AL CORDON Y NO LO VI YA ESTABA OSCURO.

 AMPLIACION

Amplia diciendo que circulaba por calle Las Heras, se dirigi a Colectora, al banco Itau, que esta a 4 cuadras de su domicilio.
Cuando va a tomar colectora, roza a un ciclista a su derecha que circulaba pegado al cordon y no llego a ver ya que estaba oscuro.
No hubo intervencion policial ni de ambulancia, se intercambiaron los datos y se fueron.
Mas tarde, llamo al tercero quien le dijo que estaba en un nosocomio porque le dolica la rodilla. La asegurada se dirigio al lugar y constataron que no habia lesion. Solo queria que le paguen la bcicleta.
La asegurado le dio algo de plata, no me dijo cuanto, y tiene que buscar los datos del tercero para pasarmelos.
Ya tengo la documental ok.

"
969,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs22  ASEGURADO ESTACIONADO SOBRE LA AVENIDA MITRE CUANDO ABRE LA PUERTA DEL CONDUCTOR, CUANDO PASA LA BICICLETA TOCANDO EL ESPEJO,  UNA PERSONA EN BICICLETA , NO SE LLEGA A CAER AL PISO PERO DIJO QUE SE HABIA RASPADO EL DEDO MANO IZQUIERDA, NO PARTICIPO NI POLICIA NI AMBULANCIA EN EL LUGAR, SE PASAN DATOS Y SE RETIRA DEL LUAGAR\par
\fs20\par}"," ASEGURADO ESTACIONADO SOBRE LA AVENIDA MITRE CUANDO ABRE LA PUERTA DEL CONDUCTOR, CUANDO PASA LA BICICLETA TOCANDO EL ESPEJO,  UNA PERSONA EN BICICLETA , NO SE LLEGA A CAER AL PISO PERO DIJO QUE SE HABIA RASPADO EL DEDO MANO IZQUIERDA, NO PARTICIPO NI POLICIA NI AMBULANCIA EN EL LUGAR, SE PASAN DATOS Y SE RETIRA DEL LUAGAR
"
971,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 CIRUCLABA POR ITURRI PARA CRUZAR NOGUERA APARECIO DE MI MANO IZQUIERAD UNA BICICLETA QUE NO VI Y COLISIOME,EL CHCO SE LEVANTO VIMOS QUE NO TENIA NADA ,LE OFRECI LLEVARLO AL MEDICO O A SU CASA  SE NEGO,Y SE RETIRO DEL LUGAR ANDANDO EN BICI .-\par}","CIRUCLABA POR ITURRI PARA CRUZAR NOGUERA APARECIO DE MI MANO IZQUIERAD UNA BICICLETA QUE NO VI Y COLISIOME,EL CHCO SE LEVANTO VIMOS QUE NO TENIA NADA ,LE OFRECI LLEVARLO AL MEDICO O A SU CASA  SE NEGO,Y SE RETIRO DEL LUGAR ANDANDO EN BICI .-"
999,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 IBA POR DERQUI Y SE ME CRUZ\'d3 UN PERRO. LO ESQUIV\'c9 Y TOQU\'c9 A UN CICLISTA QUE IBA A MI DERECHA. EL CICLISTA SE CAY\'d3 Y TUVO UN CORTE EN LA CARA. NO INTERVINIERON NI AMBULANCIA NI POLIC\'cdA. SE PRESENTARON FAMILIARES Y LO LLEVARON.\par
\par}","IBA POR DERQUI Y SE ME CRUZ UN PERRO. LO ESQUIVe Y TOQUe A UN CICLISTA QUE IBA A MI DERECHA. EL CICLISTA SE CAY Y TUVO UN CORTE EN LA CARA. NO INTERVINIERON NI AMBULANCIA NI POLICA. SE PRESENTARON FAMILIARES Y LO LLEVARON.
"
1004,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs22 AL COMENZAR A GIRAR PARA TOMAR AV DIAZ VELEZ FRENO DEBIDO A QUE HAY GENTE CRUZANDO POR LA SENDA PEATONAL Y SOY EMBESTIDO EN LA PARTE TRASERA DERECHA POR UN CICLISTA ROMPIENDO LA \'d3PTICA TRASERA DERECHA. CUANDO SE HACE PRESENTE LA POLIC\'cdA EN EL LUGAR SE RETIRA DEL LUGAR\par
\par
\ul\b AMPLIACION\par
\ulnone\b0 Hablo con el asegurado en el celular, me dice circulaba por calle Rio de Janeiro, cuando gira hacia D\'edaz V\'e9lez, se detiene porque cruzan unos peatones y es cuando un ciclista que circulaba detr\'e1s , lo impacta en la parte trasera.\par
Rompe un foco , el asegurado se baja para asistirlo, llama a la polic\'eda.\par
El tercero se encontraba con un grupo de motociclistas, todos agredieron al asegurado, patearon y rayaron su veh\'edculo.\par
Antes de que llegue la polic\'eda , se retiraron.\par
\par
NO se inici\'f3 sumario ni hubo alcoholemia.\par
NO tiene ning\'fan dato del tercero , pero si lo ve, cree reconocerlo.\par
Desconoce si alguno tomo foto de su patente, pero por eso realizo la denuncia.\par
Me pasa la documental Ok.\fs20\par}","AL COMENZAR A GIRAR PARA TOMAR AV DIAZ VELEZ FRENO DEBIDO A QUE HAY GENTE CRUZANDO POR LA SENDA PEATONAL Y SOY EMBESTIDO EN LA PARTE TRASERA DERECHA POR UN CICLISTA ROMPIENDO LA PTICA TRASERA DERECHA. CUANDO SE HACE PRESENTE LA POLICA EN EL LUGAR SE RETIRA DEL LUGAR

 AMPLIACION
 Hablo con el asegurado en el celular, me dice circulaba por calle Rio de Janeiro, cuando gira hacia Diaz Velez, se detiene porque cruzan unos peatones y es cuando un ciclista que circulaba detras , lo impacta en la parte trasera.
Rompe un foco , el asegurado se baja para asistirlo, llama a la policia.
El tercero se encontraba con un grupo de motociclistas, todos agredieron al asegurado, patearon y rayaron su vehiculo.
Antes de que llegue la policia , se retiraron.

NO se inicio sumario ni hubo alcoholemia.
NO tiene ningun dato del tercero , pero si lo ve, cree reconocerlo.
Desconoce si alguno tomo foto de su patente, pero por eso realizo la denuncia.
Me pasa la documental Ok."
1013,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL ASEGURADO CIRCULABA SOBRE CALLE LAS BANDERAS MANIOBRA PARA INGRESAR A LA ROTONDA , IMPACTA CON SU PARTE DELANTERA IZQUIERDA A UN TERCERO QUE CIRCULABA SOBRE UNA ROTONDA . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE SIN CASCO . CAE AL PISO . PRESENTAQBA DOLOR EN EL PIE . NO INTERVINO AMBULANCIA . INTERVINO POLICIA DE TIGRE. SE RETIRA POR SUS PROPIOS MEDIOS \f1\fs20\par}","EL ASEGURADO CIRCULABA SOBRE CALLE LAS BANDERAS MANIOBRA PARA INGRESAR A LA ROTONDA , IMPACTA CON SU PARTE DELANTERA IZQUIERDA A UN TERCERO QUE CIRCULABA SOBRE UNA ROTONDA . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE SIN CASCO . CAE AL PISO . PRESENTAQBA DOLOR EN EL PIE . NO INTERVINO AMBULANCIA . INTERVINO POLICIA DE TIGRE. SE RETIRA POR SUS PROPIOS MEDIOS "
1015,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 VH ASEGURADO DETENIDO SOBRE TEODORO GARCIA, CUANDO ABRE LA PUERTA DELANTERA IZQUIERDA Y HABIENDO VERIFICADO QUE NO VENGA NADIE, UN TERCERO EN BICI QUE CIRCULABA POR LA MISMA LO EMBISTE CON SU LATERAL DERECHO DEL MANUBRIO CAYENDOSE AL PAVIMENTO SOBRE EL LADO IZQUIERDO Y MANIFESTANDO DA\'d1OS EN LA RODILLA.- INTERVINO POLICIA DEL LUGAR.\par
EL ASEGURADO TRASLADA A LA CONDUCTORA AL HOSPITAL TORNU, DEJANDOLA EN LA GUARDIA.- SIN DESPLAZAMIENTOS\par}","VH ASEGURADO DETENIDO SOBRE TEODORO GARCIA, CUANDO ABRE LA PUERTA DELANTERA IZQUIERDA Y HABIENDO VERIFICADO QUE NO VENGA NADIE, UN TERCERO EN BICI QUE CIRCULABA POR LA MISMA LO EMBISTE CON SU LATERAL DERECHO DEL MANUBRIO CAYENDOSE AL PAVIMENTO SOBRE EL LADO IZQUIERDO Y MANIFESTANDO DAnOS EN LA RODILLA.- INTERVINO POLICIA DEL LUGAR.
EL ASEGURADO TRASLADA A LA CONDUCTORA AL HOSPITAL TORNU, DEJANDOLA EN LA GUARDIA.- SIN DESPLAZAMIENTOS"
1030,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 EL VEHICULO ASEGURADO SE ENCONTRABA DETENIDO VIRREY LINIERS. LUEGO AHVANZA Y CRUZA FRAY JULIAN LAGOS Y UNA BICICLETA QUE VENIA POR FRAY JULIAN LAGOS COLISIONA EL LATERAL DELANTERO IZQUIERDO DEL VEHICULO ASEGURADO. NO INTERVIENE AMBULANCIA NI POLICIA. ASEGURADO LO LLEVA A UNA SALA DE ATENCION PRIMARIA. QUEDA ALLI INTERNADO.\f1\fs20\par}",EL VEHICULO ASEGURADO SE ENCONTRABA DETENIDO VIRREY LINIERS. LUEGO AHVANZA Y CRUZA FRAY JULIAN LAGOS Y UNA BICICLETA QUE VENIA POR FRAY JULIAN LAGOS COLISIONA EL LATERAL DELANTERO IZQUIERDO DEL VEHICULO ASEGURADO. NO INTERVIENE AMBULANCIA NI POLICIA. ASEGURADO LO LLEVA A UNA SALA DE ATENCION PRIMARIA. QUEDA ALLI INTERNADO.
